レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻,今節成績_1-1,今節成績_1-2,今節成績_2-1,今節成績_2-2,今節成績_3-1,今節成績_3-2,今節成績_4-1,今節成績_4-2,今節成績_5-1,今節成績_5-2,今節成績_6-1,今節成績_6-2,2着が1号艇,2着が2号艇,2着が3号艇,2着が4号艇,2着が5号艇,2着が6号艇,当該コース1着合計
鳴門,01R,2,3475.0,橋本久和,群馬,B1,5.67,0.0,0.07,4,0.35,19,0.09,5,0.19,4.0,0.23,4.3,0.04,2,0.02,1,0.0,,2.8,C,隠F,0.214,0.5,C,3,3,0.08,0.18,08:39,4,6,5,,,,,,,,,,1,-,1,0,0,1,3.0
鳴門,01R,3,3664.0,鈴木賢一,埼玉,B1,4.64,5.1,0.04,2,0.23,11,0.19,9,0.15,2.9,0.15,5.3,0.0,0,0.06,3,0.0,0.0,3.0,A+,,0.348,0.261,C,2,4,0.21,0.06,08:39,5,6,6,,,,,,,,,,0,0,-,1,2,0,3.0
鳴門,01R,4,4660.0,宇田川信一,東京,B2,4.05,4.33,0.04,1,0.04,1,0.11,3,0.21,5.0,0.18,3.6,0.0,0,0.03,1,0.0,0.0,2.0,B+,,1.0,0.0,C,3,3,0.00,0.37,08:39,5,4,4,,,,,,,,,,0,0,0,-,1,0,1.0
鳴門,01R,5,3790.0,佐口達也,群馬,B1,4.64,0.0,0.05,2,0.05,2,0.27,11,0.21,3.9,0.13,3.6,0.0,0,0.0,0,0.03,1.0,3.2,C,,0.1,0.2,D,3,2,0.06,0.14,08:39,,,,,,,,,,,,,0,1,0,0,-,0,1.0
鳴門,01R,6,3747.0,國崎良春,福岡,B1,5.38,5.75,0.00,0,0.12,5,0.23,10,0.15,2.8,0.18,2.3,0.0,0,0.0,0,0.02,1.0,3.0,C,,0.429,0.143,B,4,4,0.37,0.15,08:39,5,5,3,,,,,,,,,,1,0,0,0,0,-,1.0
鳴門,02R,1,3647.0,伊藤雄二,埼玉,B1,3.5,3.8,0.12,5,0.27,11,0.17,7,0.16,3.0,0.11,3.6,0.26,10,0.32,12,0.18,7.0,3.6,C,,0.6,0.0,C,3,3,0.40,0.18,09:05,4,5,6,,,,,,,,,,-,3,0,1,1,0,5.0
鳴門,02R,2,4506.0,稗田聖也,福岡,B1,6.65,7.21,0.24,12,0.44,22,0.10,5,0.14,2.8,0.12,3.6,0.16,8,0.02,1,0.0,,3.8,S,,0.286,0.229,B,5,3,0.24,0.06,09:05,5,,2,2,,,,,,,,,6,-,1,1,2,0,10.0
鳴門,02R,3,4179.0,広次修,山口,B1,5.82,4.91,0.16,9,0.23,13,0.18,10,0.14,2.6,0.13,2.6,0.02,1,0.02,1,0.13,7.0,2.2,-,,0.424,0.273,C,4,3,0.29,0.02,09:05,4,,3,5,,,,,,,,,5,1,-,1,1,1,9.0
鳴門,02R,4,5041.0,荒牧凪沙,福岡,B1,4.54,4.57,0.31,11,0.11,4,0.11,4,0.18,3.2,0.1,3.6,0.0,0,0.26,10,0.0,0.0,2.6,-,,0.333,0.167,C,4,3,0.26,0.16,09:05,4,,4,2,,,,,,,,,3,0,1,-,3,3,10.0
鳴門,02R,5,3489.0,大場敏,静岡,A2,5.79,5.53,0.05,3,0.09,5,0.33,19,0.17,3.8,0.12,1.7,0.0,0,0.0,0,0.04,2.0,3.0,B+,,0.237,0.368,C,4,3,0.11,0.13,09:05,,,,,,,,,,,,,0,1,1,0,-,0,2.0
鳴門,02R,6,4381.0,田路朋史,兵庫,A2,5.57,5.48,0.04,2,0.07,4,0.11,6,0.17,3.6,0.1,3.0,0.0,0,0.05,2,0.0,0.0,2.8,C,,0.324,0.324,C,3,4,0.21,0.21,09:05,5,6,4,2,,,,,,,,,1,0,1,0,0,-,2.0
鳴門,03R,1,4055.0,吉田俊彦,兵庫,A1,5.98,5.89,0.64,46,0.22,16,0.01,1,0.14,3.0,0.13,3.3,0.08,6,0.03,2,0.18,14.0,3.6,S,,0.244,0.289,A,5,4,0.24,0.04,09:31,2,,1,2,,,,,,,,,-,14,13,11,9,2,49.0
鳴門,03R,2,5172.0,田村慶,徳島,B1,4.68,5.55,0.10,5,0.21,10,0.15,7,0.21,4.7,0.14,4.0,0.07,3,0.0,0,0.0,,3.0,C,,0.292,0.333,B,5,3,0.04,0.35,09:31,5,,1,5,,,,,,,,,2,-,1,1,0,0,4.0
鳴門,03R,3,5219.0,森口和紀,福岡,B2,4.75,3.76,0.19,5,0.26,7,0.22,6,0.18,3.6,0.12,2.0,0.0,0,0.11,3,0.04,1.0,3.2,A,,0.375,0.125,A,5,4,0.22,0.15,09:31,1,,1,2,,,,,,,,,1,0,-,1,2,0,4.0
鳴門,03R,4,4957.0,竹之内極,福岡,B1,5.53,5.75,0.09,5,0.13,7,0.19,10,0.16,3.4,0.11,2.3,0.02,1,0.02,1,0.06,3.0,4.4,B+,,0.474,0.316,B,4,4,0.17,0.13,09:31,5,,4,1,,,,,,,,,2,1,1,-,0,1,5.0
鳴門,03R,5,5002.0,上田健太,愛知,A2,5.91,5.89,0.10,4,0.12,5,0.24,10,0.16,2.9,0.15,4.6,0.0,0,0.02,1,0.13,6.0,3.0,B+,,0.235,0.294,C,3,4,0.38,0.09,09:31,,,,,,,,,,,,,3,3,0,1,-,0,7.0
鳴門,03R,6,5388.0,佐野優都,徳島,B1,4.27,4.29,0.00,0,0.06,6,0.12,12,0.15,3.1,0.05,1.3,0.01,1,0.0,0,0.0,0.0,3.4,C,隠F,0.0,0.0,B,5,3,0.29,0.13,09:31,3,,3,5,,,,,,,,,0,0,0,0,1,-,1.0
鳴門,04R,1,4572.0,渡部悟,大阪,A2,5.21,6.38,0.48,23,0.21,10,0.13,6,0.12,2.4,0.1,3.0,0.21,10,0.13,6,0.09,4.0,2.6,-,,0.238,0.429,C,4,3,0.43,0.11,09:57,6,4,3,3,,,,,,,,,-,7,11,3,2,2,25.0
鳴門,04R,2,4031.0,飯島誠,埼玉,B1,4.68,3.55,0.10,5,0.19,9,0.23,11,0.17,3.7,0.15,4.6,0.1,5,0.0,0,0.0,,2.8,C,,0.214,0.286,C,3,3,0.14,0.20,09:57,6,1,4,,,,,,,,,,3,-,1,0,1,0,5.0
鳴門,04R,3,4903.0,吉田凌太朗,愛知,A1,6.8,6.64,0.20,12,0.28,17,0.27,16,0.15,2.7,0.13,3.6,0.02,1,0.03,2,0.17,10.0,3.0,A,,0.277,0.17,B,4,4,0.28,0.05,09:57,4,4,1,,,,,,,,,,5,0,-,4,4,0,13.0
鳴門,04R,4,3293.0,宮内由紀英,東京,B1,3.8,4.25,0.00,0,0.07,3,0.30,14,0.20,4.1,0.21,4.6,0.0,0,0.0,0,0.0,0.0,2.6,-,,0.833,0.167,D,3,2,0.05,0.19,09:57,6,,3,6,,,,,,,,,0,0,0,-,0,0,0.0
鳴門,04R,5,4052.0,興津藍,徳島,A2,5.88,5.89,0.04,2,0.19,9,0.32,15,0.17,3.7,0.14,3.6,0.0,0,0.02,1,0.0,0.0,3.2,A+,,0.311,0.222,C,3,3,0.11,0.09,09:57,,,,,,,,,,,,,1,0,0,0,-,0,1.0
鳴門,04R,6,4648.0,木村亮太,兵庫,B1,4.4,4.72,0.04,1,0.04,1,0.11,3,0.15,3.2,0.1,2.0,0.0,0,0.0,0,0.03,1.0,3.6,A,,0.214,0.286,B,5,3,0.30,0.20,09:57,2,3,2,,,,,,,,,,0,1,0,0,0,-,1.0
鳴門,05R,1,4871.0,菊池宏志,山口,B1,4.71,4.57,0.43,15,0.17,6,0.14,5,0.16,3.0,0.11,1.6,0.14,5,0.24,9,0.14,5.0,2.8,-,,0.467,0.4,C,3,3,0.22,0.16,10:23,3,,6,6,,,,,,,,,-,7,6,1,1,1,16.0
鳴門,05R,2,4532.0,秋元哲,埼玉,A1,7.23,6.37,0.20,11,0.37,20,0.24,13,0.14,2.7,0.14,2.2,0.17,11,0.03,2,0.0,,3.0,A+,未消化F,0.489,0.2,A,5,5,0.18,0.06,10:23,2,1,2,2,,,,,,,,,6,-,3,2,4,0,15.0
鳴門,05R,3,4890.0,石川諒,山口,B1,5.82,5.24,0.06,3,0.17,9,0.25,13,0.14,2.9,0.1,3.3,0.0,0,0.04,2,0.04,2.0,3.2,C,,0.107,0.571,C,3,3,0.29,0.13,10:23,2,,S,4,,,,,,,,,3,0,-,0,1,0,4.0
鳴門,05R,4,3613.0,角谷健吾,東京,A1,6.06,5.94,0.12,7,0.35,21,0.22,13,0.14,2.9,0.1,2.6,0.05,3,0.07,4,0.02,1.0,2.8,-,,0.302,0.302,C,4,3,0.29,0.02,10:23,4,,1,3,,,,,,,,,3,1,1,-,3,0,8.0
鳴門,05R,5,4793.0,金子萌,静岡,A2,6.23,6.35,0.07,4,0.22,13,0.19,11,0.14,2.8,0.09,2.0,0.0,0,0.0,0,0.07,4.0,3.2,B+,,0.333,0.167,B,5,3,0.34,0.05,10:23,,,,,,,,,,,,,3,0,0,1,-,0,4.0
鳴門,05R,6,4660.0,宇田川信一,東京,B2,4.05,4.33,0.00,0,0.06,1,0.00,0,0.20,4.6,0.18,3.6,0.0,0,0.0,0,0.0,0.0,2.0,B+,,1.0,0.0,C,3,3,0.09,0.44,10:23,5,4,4,,,,,,,,,,0,0,0,0,0,-,0.0
鳴門,06R,1,3692.0,竹腰正樹,福井,A2,4.53,5.86,0.43,19,0.16,7,0.16,7,0.15,2.9,0.08,1.6,0.2,9,0.16,7,0.13,6.0,3.2,S,,0.421,0.211,C,3,3,0.24,0.07,10:52,2,,4,6,,,,,,,,,-,10,4,4,2,0,20.0
鳴門,06R,2,3790.0,佐口達也,群馬,B1,4.64,0.0,0.08,3,0.18,7,0.08,3,0.19,3.6,0.13,3.6,0.0,0,0.08,3,0.0,,3.2,C,,0.1,0.2,D,3,2,0.10,0.13,10:52,2,6,5,,,,,,,,,,0,-,0,3,0,0,3.0
鳴門,06R,3,3953.0,志道吉和,福岡,B1,3.24,3.53,0.00,0,0.14,4,0.24,7,0.16,3.4,0.19,5.0,0.0,0,0.0,0,0.0,0.0,2.8,B+,,0.286,0.429,C,4,3,0.10,0.10,10:52,5,,6,3,,,,,,,,,0,0,-,0,0,0,0.0
鳴門,06R,4,3956.0,横澤剛治,静岡,A1,6.13,6.3,0.09,4,0.22,10,0.24,11,0.16,2.9,0.15,5.6,0.04,2,0.02,1,0.06,3.0,3.0,A+,,0.5,0.158,B,4,4,0.23,0.06,10:52,2,,3,4,,,,,,,,,2,1,1,-,2,0,6.0
鳴門,06R,5,4179.0,広次修,山口,B1,5.82,4.91,0.07,3,0.17,8,0.24,11,0.16,2.9,0.13,2.6,0.0,0,0.0,0,0.03,2.0,2.2,-,,0.424,0.273,C,4,3,0.26,0.02,10:52,,,,,,,,,,,,,0,1,0,1,-,1,3.0
鳴門,06R,6,3715.0,倉尾大介,福岡,A2,5.31,0.0,0.03,1,0.09,3,0.15,5,0.18,4.2,0.1,3.0,0.03,1,0.0,0,0.0,0.0,3.0,B+,,0.286,0.5,B,4,4,0.06,0.34,10:52,2,3,2,,,,,,,,,,0,0,0,1,0,-,1.0
鳴門,07R,1,4957.0,竹之内極,福岡,B1,5.53,5.75,0.50,20,0.23,9,0.03,1,0.16,2.9,0.11,2.3,0.12,5,0.22,9,0.1,4.0,4.4,B+,,0.474,0.316,B,4,4,0.24,0.05,11:21,5,,4,1,,,,,,,,,-,10,5,3,3,0,21.0
鳴門,07R,2,3489.0,大場敏,静岡,A2,5.79,5.53,0.09,6,0.30,19,0.28,18,0.16,3.1,0.12,1.7,0.08,5,0.03,2,0.0,,3.0,B+,,0.237,0.368,C,4,3,0.22,0.17,11:21,2,1,3,3,,,,,,,,,3,-,2,1,1,0,7.0
鳴門,07R,3,4143.0,浦田晃嗣,佐賀,B1,4.01,7.38,0.05,2,0.23,10,0.25,11,0.16,3.4,0.13,4.3,0.0,0,0.05,2,0.0,0.0,3.8,A+,,0.308,0.231,C,4,3,0.19,0.12,11:21,3,,5,5,,,,,,,,,0,0,-,1,1,0,2.0
鳴門,07R,4,4973.0,栗原直也,埼玉,A2,5.02,3.83,0.11,5,0.13,6,0.22,10,0.18,3.0,0.19,6.0,0.0,0,0.1,5,0.02,1.0,2.6,C,隠F+F,0.45,0.25,C,4,3,0.26,0.12,11:21,2,,5,6,,,,,,,,,1,4,0,-,1,0,6.0
鳴門,07R,5,3742.0,宮地秀祈,福岡,B1,4.52,4.94,0.00,0,0.07,3,0.17,7,0.18,3.8,0.14,3.5,0.0,0,0.0,0,0.0,0.0,2.8,A,,0.222,0.111,B,4,4,0.09,0.11,11:21,,,,,,,,,,,,,0,0,0,0,-,0,0.0
鳴門,07R,6,3664.0,鈴木賢一,埼玉,B1,4.64,5.1,0.04,2,0.07,3,0.04,2,0.21,4.7,0.15,5.3,0.0,0,0.02,1,0.0,0.0,3.0,A+,,0.348,0.261,C,2,4,0.15,0.49,11:21,5,6,6,,,,,,,,,,1,0,0,0,0,-,1.0
鳴門,08R,1,3477.0,近藤稔也,徳島,B1,4.01,4.77,0.21,8,0.15,6,0.13,5,0.19,4.4,0.18,3.3,0.29,11,0.29,11,0.18,7.0,2.4,C,隠F,0.143,0.286,C,3,3,0.11,0.29,11:54,6,3,2,,,,,,,,,,-,1,2,1,2,1,7.0
鳴門,08R,2,4295.0,小坂尚哉,兵庫,A1,7.07,7.09,0.25,15,0.39,24,0.23,14,0.15,2.6,0.11,2.2,0.1,6,0.1,6,0.0,,2.6,C,,0.424,0.254,B,3,5,0.28,0.09,11:54,1,S,1,3,,,,,,,,,5,-,5,2,0,1,13.0
鳴門,08R,3,3647.0,伊藤雄二,埼玉,B1,3.5,3.8,0.04,2,0.15,7,0.13,6,0.17,2.9,0.11,3.6,0.0,0,0.0,0,0.0,0.0,3.6,C,,0.6,0.0,C,3,3,0.19,0.06,11:54,4,5,6,,,,,,,,,,0,1,-,0,0,0,1.0
鳴門,08R,4,3747.0,國崎良春,福岡,B1,5.38,5.75,0.19,9,0.19,9,0.06,3,0.17,3.3,0.18,2.3,0.04,2,0.04,2,0.09,4.0,3.0,C,,0.429,0.143,B,4,4,0.11,0.13,11:54,5,5,3,,,,,,,,,,4,1,1,-,2,1,9.0
鳴門,08R,5,4415.0,下出卓矢,福井,A2,6.41,6.0,0.18,9,0.08,4,0.12,6,0.15,3.0,0.12,3.0,0.0,0,0.12,6,0.06,3.0,3.0,C,,0.362,0.277,B,3,5,0.20,0.08,11:54,,,,,,,,,,,,,2,4,1,2,-,0,9.0
鳴門,08R,6,5172.0,田村慶,徳島,B1,4.68,5.55,0.03,1,0.13,5,0.23,9,0.17,3.9,0.14,4.0,0.0,0,0.0,0,0.0,0.0,3.0,C,,0.292,0.333,B,5,3,0.10,0.27,11:54,5,,1,5,,,,,,,,,0,0,0,0,1,-,1.0
鳴門,09R,1,3459.0,中野和裕,佐賀,B1,3.67,3.67,0.15,5,0.27,9,0.12,4,0.16,2.9,0.14,4.0,0.23,7,0.27,8,0.3,9.0,3.4,-,,0.0,0.6,C,4,3,0.37,0.10,12:26,4,,4,5,,,,,,,,,-,0,3,1,1,0,5.0
鳴門,09R,2,5002.0,上田健太,愛知,A2,5.91,5.89,0.24,11,0.33,15,0.22,10,0.15,3.1,0.15,4.6,0.14,7,0.08,4,0.0,,3.0,B+,,0.235,0.294,C,3,4,0.28,0.12,12:26,3,1,6,,,,,,,,,,4,-,3,1,1,2,11.0
鳴門,09R,3,3814.0,金子貴志,福井,B1,5.01,5.0,0.02,1,0.25,12,0.17,8,0.18,3.1,0.23,4.6,0.02,1,0.0,0,0.0,0.0,3.0,C,,0.286,0.357,D,3,2,0.15,0.08,12:26,3,4,6,,,,,,,,,,0,0,-,0,1,0,1.0
鳴門,09R,4,4031.0,飯島誠,埼玉,B1,4.68,3.55,0.09,4,0.16,7,0.16,7,0.17,3.5,0.15,4.6,0.0,0,0.0,0,0.05,2.0,2.8,C,,0.214,0.286,C,3,3,0.18,0.18,12:26,6,1,4,,,,,,,,,,0,0,1,-,0,2,3.0
鳴門,09R,5,3475.0,橋本久和,群馬,B1,5.67,0.0,0.04,2,0.15,7,0.17,8,0.18,3.4,0.23,4.3,0.0,0,0.0,0,0.04,2.0,2.8,C,隠F,0.214,0.5,C,3,3,0.20,0.10,12:26,,,,,,,,,,,,,0,1,0,1,-,0,2.0
鳴門,09R,6,3909.0,佐々木康幸,静岡,A1,6.65,6.1,0.17,8,0.17,8,0.11,5,0.15,3.2,0.12,1.7,0.0,0,0.0,0,0.0,0.0,2.8,B+,,0.4,0.182,C,3,4,0.31,0.15,12:26,1,2,2,1,,,,,,,,,0,0,0,0,0,-,0.0
鳴門,10R,1,5033.0,藤原孝斗,愛知,B1,4.49,3.38,0.50,17,0.21,7,0.06,2,0.19,3.1,0.19,4.0,0.17,6,0.23,8,0.09,3.0,2.6,B+,,0.176,0.294,C,3,3,0.37,0.14,12:58,6,5,6,,,,,,,,,,-,3,5,6,3,0,17.0
鳴門,10R,2,4015.0,前野竜一,山口,A2,6.14,5.6,0.19,10,0.29,15,0.21,11,0.17,3.4,0.12,2.7,0.14,7,0.02,1,0.0,,3.8,C,,0.29,0.387,C,4,3,0.22,0.20,12:58,4,6,1,4,,,,,,,,,6,-,0,2,2,0,10.0
鳴門,10R,3,4052.0,興津藍,徳島,A2,5.88,5.89,0.18,9,0.29,14,0.24,12,0.16,3.1,0.14,3.6,0.02,1,0.15,8,0.04,2.0,3.2,A+,,0.311,0.222,C,3,3,0.13,0.04,12:58,1,3,5,,,,,,,,,,4,2,-,4,1,1,12.0
鳴門,10R,4,5219.0,森口和紀,福岡,B2,4.75,3.76,0.00,0,0.10,3,0.20,6,0.18,3.7,0.12,2.0,0.0,0,0.06,2,0.03,1.0,3.2,A,,0.375,0.125,A,5,4,0.13,0.13,12:58,1,,1,2,,,,,,,,,0,1,1,-,1,0,3.0
鳴門,10R,5,3692.0,竹腰正樹,福井,A2,4.53,5.86,0.06,2,0.15,5,0.09,3,0.15,2.8,0.08,1.6,0.03,1,0.06,2,0.03,1.0,3.2,S,,0.421,0.211,C,3,3,0.22,0.00,12:58,,,,,,,,,,,,,0,2,1,0,-,1,4.0
鳴門,10R,6,4890.0,石川諒,山口,B1,5.82,5.24,0.02,1,0.08,4,0.18,9,0.13,2.4,0.1,3.3,0.0,0,0.02,1,0.0,0.0,3.2,C,,0.107,0.571,C,3,3,0.37,0.08,12:58,2,,S,4,,,,,,,,,1,0,0,1,0,-,2.0
鳴門,11R,1,4973.0,栗原直也,埼玉,A2,5.02,3.83,0.42,22,0.19,10,0.17,9,0.16,3.0,0.19,6.0,0.17,9,0.23,12,0.13,7.0,2.6,C,隠F+F,0.45,0.25,C,4,3,0.29,0.17,13:30,2,,5,6,,,,,,,,,-,9,6,3,4,0,22.0
鳴門,11R,2,5041.0,荒牧凪沙,福岡,B1,4.54,4.57,0.10,4,0.15,6,0.32,13,0.17,3.0,0.1,3.6,0.05,2,0.05,2,0.0,,2.6,-,,0.333,0.167,C,4,3,0.19,0.12,13:30,4,,4,2,,,,,,,,,2,-,2,0,1,0,5.0
鳴門,11R,3,4648.0,木村亮太,兵庫,B1,4.4,4.72,0.09,4,0.13,6,0.28,13,0.16,2.8,0.1,2.0,0.02,1,0.02,1,0.04,2.0,3.6,A,,0.214,0.286,B,5,3,0.23,0.13,13:30,2,3,2,,,,,,,,,,3,0,-,1,0,0,4.0
鳴門,11R,4,3715.0,倉尾大介,福岡,A2,5.31,0.0,0.02,1,0.29,13,0.33,15,0.18,3.2,0.1,3.0,0.02,1,0.0,0,0.0,0.0,3.0,B+,,0.286,0.5,B,4,4,0.07,0.02,13:30,2,3,2,,,,,,,,,,1,0,0,-,0,0,1.0
鳴門,11R,5,4055.0,吉田俊彦,兵庫,A1,5.98,5.89,0.10,6,0.16,9,0.26,15,0.15,3.4,0.13,3.3,0.02,1,0.0,0,0.08,5.0,3.6,S,,0.244,0.289,A,5,4,0.08,0.06,13:30,,,,,,,,,,,,,3,2,1,1,-,1,8.0
鳴門,11R,6,4532.0,秋元哲,埼玉,A1,7.23,6.37,0.07,3,0.20,9,0.17,8,0.16,3.5,0.14,2.2,0.0,0,0.03,1,0.0,0.0,3.0,A+,未消化F,0.489,0.2,A,5,5,0.17,0.08,13:30,2,1,2,2,,,,,,,,,0,2,0,0,0,-,2.0
鳴門,12R,1,4903.0,吉田凌太朗,愛知,A1,6.8,6.64,0.76,52,0.09,6,0.01,1,0.14,2.1,0.13,3.6,0.02,1,0.15,10,0.05,3.0,3.0,A,,0.277,0.17,B,4,4,0.58,0.11,14:05,4,4,1,,,,,,,,,,-,15,8,14,7,5,49.0
鳴門,12R,2,4415.0,下出卓矢,福井,A2,6.41,6.0,0.12,6,0.22,11,0.20,10,0.12,2.1,0.12,3.0,0.06,3,0.08,4,0.0,,3.0,C,,0.362,0.277,B,3,5,0.41,0.02,14:05,6,2,1,,,,,,,,,,5,-,0,0,1,1,7.0
鳴門,12R,3,3613.0,角谷健吾,東京,A1,6.06,5.94,0.21,13,0.31,19,0.20,12,0.14,2.8,0.1,2.6,0.02,1,0.03,2,0.14,9.0,2.8,-,,0.302,0.302,C,4,3,0.29,0.08,14:05,4,,1,3,,,,,,,,,7,2,-,4,0,0,13.0
鳴門,12R,4,4506.0,稗田聖也,福岡,B1,6.65,7.21,0.16,9,0.22,12,0.22,12,0.14,2.3,0.12,3.6,0.03,2,0.07,4,0.07,4.0,3.8,S,,0.286,0.229,B,5,3,0.36,0.05,14:05,5,,2,2,,,,,,,,,4,4,3,-,2,0,13.0
鳴門,12R,5,5388.0,佐野優都,徳島,B1,4.27,4.29,0.03,2,0.06,4,0.18,12,0.15,3.0,0.05,1.3,0.0,0,0.02,1,0.05,2.0,3.4,C,隠F,0.0,0.0,B,5,3,0.28,0.05,14:05,,,,,,,,,,,,,0,2,1,0,-,0,3.0
鳴門,12R,6,3956.0,横澤剛治,静岡,A1,6.13,6.3,0.04,2,0.10,5,0.18,9,0.16,3.5,0.15,5.6,0.0,0,0.0,0,0.03,1.0,3.0,A+,,0.5,0.158,B,4,4,0.12,0.15,14:05,2,,3,4,,,,,,,,,1,0,0,0,0,-,1.0
三国,01R,1,4413.0,水摩敦,福岡,A2,5.81,6.4,0.73,53,0.07,5,0.10,7,0.18,3.3,0.18,3.1,0.04,3,0.12,9,0.11,8.0,1.8,-,,0.255,0.353,#N/A!,#N/A!,#N/A!,0.20,0.15,08:32,4,,2,5,1,5,1,,,,,,-,16,18,9,6,3,52.0
三国,01R,2,5035.0,櫻井優,埼玉,B1,5.74,4.55,0.19,10,0.34,18,0.11,6,0.19,3.9,0.19,3.6,0.12,6,0.06,3,0.0,,3.0,-,,0.333,0.333,#N/A!,#N/A!,#N/A!,0.14,0.22,08:32,5,,5,5,3,,2,4,,,,,7,-,1,1,0,0,9.0
三国,01R,3,3885.0,久田武,愛知,B1,5.48,5.24,0.08,4,0.27,14,0.19,10,0.15,3.0,0.14,2.6,0.04,2,0.02,1,0.04,2.0,3.0,A,,0.182,0.303,#N/A!,#N/A!,#N/A!,0.24,0.07,08:32,3,,4,2,4,,5,1,,,,,2,2,-,0,2,0,6.0
三国,01R,4,4374.0,永田義紘,広島,B1,4.38,4.67,0.07,3,0.16,7,0.23,10,0.16,2.8,0.13,2.5,0.0,0,0.05,2,0.02,1.0,3.4,A,,0.2,0.333,#N/A!,#N/A!,#N/A!,0.27,0.02,08:32,1,3,5,6,4,,5,,,,,,1,0,1,-,1,0,3.0
三国,01R,5,5083.0,柳瀬幹太,山口,B1,4.9,2.11,0.07,3,0.13,6,0.18,8,0.15,2.9,0.15,3.0,0.0,0,0.0,0,0.07,3.0,2.8,-,,0.357,0.286,#N/A!,#N/A!,#N/A!,0.19,0.05,08:32,,,,,,,,,,,,,1,0,1,0,-,1,3.0
三国,01R,6,4003.0,表憲一,福井,B1,5.47,5.63,0.02,1,0.16,7,0.23,10,0.18,4.0,0.19,4.1,0.02,1,0.0,0,0.0,0.0,2.3,-,,0.438,0.062,#N/A!,#N/A!,#N/A!,0.15,0.29,08:32,5,4,5,2,4,,2,,,,,,0,1,0,0,0,-,1.0
三国,02R,1,4384.0,鶴本崇文,大阪,A1,6.26,6.27,0.69,55,0.18,14,0.08,6,0.14,2.3,0.17,4.0,0.06,5,0.09,8,0.13,11.0,2.8,-,,0.218,0.436,#N/A!,#N/A!,#N/A!,0.41,0.04,08:58,4,4,3,6,2,5,4,,,,,,-,13,25,8,8,4,58.0
三国,02R,2,3848.0,川上聡介,愛知,A2,4.69,4.3,0.08,5,0.28,17,0.18,11,0.16,3.1,0.18,4.1,0.07,4,0.0,0,0.0,,2.3,A,隠F,0.231,0.231,#N/A!,#N/A!,#N/A!,0.24,0.17,08:58,5,,1,4,2,4,2,5,,,,,3,-,0,1,0,0,4.0
三国,02R,3,5247.0,大森翼,兵庫,B1,4.55,3.53,0.06,3,0.10,5,0.27,13,0.17,3.7,0.2,4.0,0.02,1,0.0,0,0.02,1.0,3.0,B+,,0.0,0.375,#N/A!,#N/A!,#N/A!,0.06,0.16,08:58,3,2,6,,4,4,6,,,,,,1,0,-,1,0,0,2.0
三国,02R,4,4339.0,平瀬城啓,福井,B1,3.97,4.26,0.00,0,0.17,8,0.23,11,0.16,3.3,0.16,2.8,0.0,0,0.0,0,0.0,0.0,2.6,A,,0.273,0.455,#N/A!,#N/A!,#N/A!,0.14,0.14,08:58,5,1,6,,6,2,3,,,,,,0,0,0,-,0,0,0.0
三国,02R,5,4004.0,山本浩輔,長崎,B1,5.22,0.0,0.04,2,0.06,3,0.27,14,0.17,3.4,0.19,3.6,0.0,0,0.03,2,0.0,0.0,3.4,A,隠F,0.286,0.357,#N/A!,#N/A!,#N/A!,0.18,0.11,08:58,,,,,,,,,,,,,2,0,0,0,-,0,2.0
三国,02R,6,4638.0,小林遼太,福岡,B1,5.04,6.27,0.03,1,0.03,1,0.16,6,0.23,5.1,0.2,4.0,0.0,0,0.0,0,0.02,1.0,2.8,C,,0.444,0.222,#N/A!,#N/A!,#N/A!,0.02,0.54,08:58,3,3,3,,5,6,2,,,,,,1,0,0,0,0,-,1.0
三国,03R,1,4443.0,津田裕絵,山口,A2,5.45,6.2,0.49,29,0.20,12,0.12,7,0.18,4.0,0.17,3.7,0.1,6,0.31,18,0.05,3.0,3.0,C,,0.259,0.37,#N/A!,#N/A!,#N/A!,0.19,0.29,09:24,2,6,2,,2,3,5,6,,,,,-,8,10,7,3,1,29.0
三国,03R,2,4283.0,石井裕美,東京,B1,4.06,0.0,0.08,3,0.20,8,0.28,11,0.18,3.2,0.19,3.8,0.02,1,0.02,1,0.0,,2.3,C,隠F,0.0,0.333,#N/A!,#N/A!,#N/A!,0.20,0.24,09:24,3,6,4,,4,,4,4,,,,,1,-,1,0,0,1,3.0
三国,03R,3,4825.0,倉持莉々,東京,A1,6.62,6.75,0.18,7,0.25,10,0.15,6,0.13,2.5,0.13,2.5,0.02,1,0.05,2,0.14,6.0,3.2,A,,0.571,0.214,#N/A!,#N/A!,#N/A!,0.33,0.07,09:24,1,6,1,3,3,1,2,3,,,,,5,1,-,2,1,0,9.0
三国,03R,4,3994.0,小野桜,滋賀,B1,5.23,5.1,0.07,3,0.21,9,0.31,13,0.20,3.7,0.19,4.1,0.04,2,0.02,1,0.02,1.0,2.6,A,,0.471,0.294,#N/A!,#N/A!,#N/A!,0.06,0.09,09:24,4,5,3,,5,6,5,,,,,,2,0,0,-,1,1,4.0
