レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率
江戸川,10R,3,3643,米田隆弘,岡山,B1,5.11,5.70,0.06,3,0.23,12,0.21,11,0.18,3.8,0.19,4.0,0.02,1,0.00,0,0.04,2,4.5,C,,,,C,3,4,0.05,0.14
江戸川,10R,4,5384,八戸琉楓,長崎,B1,1.86,0.00,0.00,0,0.00,0,0.00,0,0.24,6.0,0.28,5.5,0.00,0,0.00,0,0.00,0,2.5,C,F,,,D,3,2,0.00,1.00
江戸川,10R,5,5029,中亮太,福岡,A2,6.46,5.37,0.09,4,0.13,6,0.22,10,0.14,2.8,0.15,1.5,0.00,0,0.00,0,0.10,5,3,A+,F,,,A,5,4,0.34,0.05
江戸川,10R,6,3679,飯島昌弘,埼玉,A1,6.05,8.73,0.00,0,0.09,4,0.27,12,0.17,3.9,0.26,4.0,0.00,0,0.00,0,0.00,0,3,C,F,,,C,4,3,0.12,0.27
江戸川,11R,1,4398,船岡洋一郎,広島,A1,6.62,3.91,0.70,51,0.18,13,0.03,2,0.13,2.5,0.24,3.5,0.10,7,0.11,8,0.08,6,2.5,C,,,,C,4,3,0.47,0.07
江戸川,11R,2,4034,西原明生,香川,B1,3.61,5.64,0.04,2,0.13,7,0.25,13,0.21,4.3,0.23,3.5,0.02,1,0.00,0,0.00,,3.5,B+,F,,,C,3,3,0.00,0.30
江戸川,11R,3,4432,黄金井力良,埼玉,B1,5.22,5.94,0.09,5,0.26,14,0.28,15,0.15,2.7,0.11,1.0,0.00,0,0.08,4,0.00,0,4,C,,,,B,4,4,0.22,0.04
江戸川,11R,4,4966,田川大貴,長崎,A2,5.14,5.75,0.11,6,0.19,10,0.23,12,0.15,2.9,0.18,3.0,0.00,0,0.04,2,0.04,2,2.5,C,未消化F,,,C,4,2,0.18,0.05
江戸川,11R,5,4193,郷原章平,福岡,A1,5.90,7.33,0.06,3,0.04,2,0.15,7,0.18,3.4,0.06,1.0,0.02,1,0.00,0,0.04,2,3.5,C,,,,B,4,4,0.08,0.08
江戸川,11R,6,5364,金子怜央,群馬,B2,2.36,1.79,0.00,0,0.00,0,0.02,2,0.18,3.6,0.16,3.0,0.00,0,0.00,0,0.00,0,3.5,A,,,,C,4,3,0.20,0.24
江戸川,12R,1,3541,三嶌誠司,香川,A1,5.69,6.74,0.56,37,0.21,14,0.08,5,0.16,2.8,0.14,2.0,0.14,8,0.17,10,0.14,8,4.5,A,,,,B,4,4,0.32,0.09
江戸川,12R,2,4610,佐藤大佑,東京,A2,6.63,5.89,0.23,13,0.34,19,0.11,6,0.15,3.4,0.12,2.5,0.03,2,0.16,9,0.00,,4,B+,,,,B,4,4,0.20,0.13
江戸川,12R,3,5255,藤原仙二,滋賀,A2,6.66,6.20,0.17,9,0.23,12,0.25,13,0.17,3.6,0.21,1.0,0.00,0,0.09,5,0.04,2,4.5,A,F,,,A,5,4,0.19,0.21
江戸川,12R,4,4957,竹之内極,福岡,B1,5.23,6.16,0.10,5,0.13,7,0.19,10,0.16,3.5,0.14,4.0,0.02,1,0.02,1,0.06,3,4,C,,,,C,4,3,0.13,0.13
江戸川,12R,5,3843,上之晃弘,長崎,B1,4.45,5.21,0.04,2,0.06,3,0.16,8,0.16,3.0,0.17,3.5,0.00,0,0.00,0,0.04,2,4,A+,,,,C,3,4,0.21,0.07
江戸川,12R,6,3852,澤大介,三重,B1,4.05,4.75,0.02,1,0.07,3,0.20,9,0.19,3.4,0.16,3.5,0.00,0,0.02,1,0.00,0,3,C,F,,,A,4,5,0.20,0.20
戸田,01R,1,3268,森竜也,三重,B1,4.29,4.11,0.42,13,0.29,9,0.13,4,0.15,3.0,-,-,0.10,3,0.13,4,0.26,8,3.6,C,,,,C,3,4,0.26,0.09
戸田,01R,2,4888,金児隆太,群馬,B1,4.96,5.70,0.08,4,0.38,19,0.16,8,0.18,4.1,-,-,0.02,1,0.00,0,0.00,,3,B+,,,,C,4,3,0.05,0.22
戸田,01R,3,4367,山口修路,福岡,B1,4.25,2.67,0.08,3,0.10,4,0.25,10,0.20,4.0,-,-,0.00,0,0.07,3,0.00,0,2,C,F,,,C,3,3,0.08,0.26
戸田,01R,4,4750,井上尚悟,大阪,B1,4.78,5.16,0.02,1,0.14,7,0.12,6,0.17,3.3,-,-,0.02,1,0.02,1,0.00,0,5,S,,,,C,4,2,0.20,0.17
戸田,01R,5,5048,眞鳥康太,長崎,B1,4.56,4.79,0.02,1,0.15,7,0.15,7,0.21,3.7,-,-,0.00,0,0.02,1,0.00,0,2,-,,,,C,3,3,0.08,0.14
戸田,01R,6,4114,深澤達徳,東京,B1,4.81,5.69,0.02,1,0.10,4,0.24,10,0.21,3.9,-,-,0.03,1,0.00,0,0.00,0,3,A,,,,C,4,3,0.14,0.25
戸田,02R,1,3563,堤昇,静岡,B1,4.86,4.76,0.49,26,0.23,12,0.11,6,0.16,2.7,-,-,0.14,8,0.19,11,0.14,8,3,B+,,,,B,4,4,0.35,0.06
戸田,02R,2,4953,尾上雅也,埼玉,A1,6.93,7.12,0.30,17,0.23,13,0.13,7,0.16,3.4,-,-,0.19,10,0.09,5,0.00,,3,A,,,,C,4,3,0.13,0.09
戸田,02R,3,4919,吉田翔悟,長崎,B1,4.02,0.00,0.10,4,0.20,8,0.20,8,0.13,2.3,-,-,0.00,0,0.02,1,0.10,4,4.6,A,F,,,C,3,4,0.40,0.03
戸田,02R,4,5125,高井雄基,愛知,A2,5.96,5.10,0.17,6,0.09,3,0.11,4,0.19,3.8,-,-,0.00,0,0.09,3,0.06,2,5,S,F,,,S,5,5,0.20,0.28
戸田,02R,5,3441,土屋太朗,群馬,B1,4.58,5.46,0.02,1,0.16,7,0.18,8,0.20,4.2,-,-,0.00,0,0.00,0,0.00,0,2.8,C,,,,D,3,2,0.05,0.25
戸田,02R,6,4514,上條嘉嗣,大阪,A1,6.79,7.10,0.02,1,0.17,9,0.36,19,0.21,4.5,-,-,0.03,1,0.00,0,0.00,0,4.2,C,F,,,B,4,4,0.03,0.38
戸田,03R,1,4108,吉村正明,山口,B1,6.34,0.00,0.75,27,0.08,3,0.06,2,0.15,2.2,-,-,0.06,2,0.06,2,0.11,4,4.6,A,,,,B,3,5,0.52,0.07
戸田,03R,2,4022,待鳥雄紀,福岡,B1,3.85,0.00,0.08,3,0.08,3,0.21,8,0.17,3.4,-,-,0.09,3,0.00,0,0.00,,3.2,-,,,,C,3,3,0.20,0.17
戸田,03R,3,4086,寺本重宣,東京,A2,6.30,6.42,0.22,10,0.31,14,0.22,10,0.16,3.0,-,-,0.04,2,0.04,2,0.06,3,3.8,C,,,,C,3,3,0.18,0.10
戸田,03R,4,4348,宮崎奨,香川,A2,5.88,6.12,0.05,3,0.21,12,0.34,19,0.18,3.8,-,-,0.02,1,0.00,0,0.02,1,3.2,C,,,,C,4,3,0.04,0.15
戸田,03R,5,3771,折下寛法,東京,B1,5.26,5.33,0.08,4,0.06,3,0.19,9,0.14,3.1,-,-,0.02,1,0.00,0,0.06,3,4.2,S,,,,C,3,3,0.15,0.08
戸田,03R,6,4578,藤山雅弘,大阪,A1,5.52,5.17,0.00,0,0.08,3,0.19,7,0.20,4.2,-,-,0.00,0,0.00,0,0.02,1,3.2,B+,F,,,C,4,3,0.06,0.30
戸田,04R,1,5007,近藤雄一郎,東京,B1,5.15,4.51,0.38,15,0.20,8,0.20,8,0.16,2.9,-,-,0.23,9,0.15,6,0.10,4,2,-,,,,D,2,3,0.30,0.13
戸田,04R,2,4809,外崎悟,埼玉,A2,6.36,5.55,0.29,12,0.21,9,0.07,3,0.16,3.5,-,-,0.21,8,0.00,0,0.00,,3,A,,,,C,3,4,0.06,0.12
戸田,04R,3,4711,前出達吉,福井,B1,6.05,4.60,0.16,7,0.28,12,0.26,11,0.15,2.6,-,-,0.07,3,0.07,3,0.02,1,4.8,S,,,,A,5,4,0.20,0.03
戸田,04R,4,3558,山本浩次,岡山,B1,4.60,4.26,0.08,3,0.06,2,0.14,5,0.16,2.6,-,-,0.00,0,0.05,2,0.02,1,2.6,A+,,,,C,4,3,0.41,0.13
戸田,04R,5,4335,若林将,東京,A1,7.28,6.67,0.07,3,0.12,5,0.37,16,0.12,2.4,-,-,0.00,0,0.00,0,0.06,3,4.4,A+,,,,A,4,5,0.28,0.00
戸田,04R,6,4290,稲田浩二,兵庫,A1,6.77,6.24,0.04,2,0.14,7,0.28,14,0.12,2.4,-,-,0.02,1,0.00,0,0.00,0,3.6,B+,,,,C,4,3,0.47,0.09
戸田,05R,1,4700,金子和之,埼玉,A2,6.19,5.94,0.64,35,0.15,8,0.09,5,0.15,2.0,-,-,0.11,6,0.17,9,0.04,2,3.6,B+,,,,B,4,4,0.54,0.00
戸田,05R,2,5083,柳瀬幹太,山口,B1,4.51,4.29,0.06,3,0.33,16,0.16,8,0.17,3.6,-,-,0.05,2,0.00,0,0.00,,3,A+,F,,,C,4,3,0.11,0.08
戸田,05R,3,3930,岸本隆,岡山,B1,5.39,5.88,0.11,5,0.22,10,0.33,15,0.15,2.5,-,-,0.00,0,0.00,0,0.07,3,3,A,,,,C,3,3,0.29,0.06
戸田,05R,4,4391,松田祐季,福井,A1,6.32,6.51,0.09,4,0.22,10,0.17,8,0.17,3.3,-,-,0.00,0,0.07,4,0.06,3,2.2,B+,,,,C,4,3,0.17,0.05
戸田,05R,5,3268,森竜也,三重,B1,4.29,4.11,0.00,0,0.00,0,0.20,7,0.18,4.7,-,-,0.00,0,0.00,0,0.00,0,3.6,C,,,,C,3,4,0.00,0.24
戸田,05R,6,5071,野見山拓己,福岡,B1,5.11,4.53,0.03,1,0.09,3,0.11,4,0.14,3.0,-,-,0.00,0,0.03,1,0.00,0,3,C,,,,D,3,2,0.32,0.11
戸田,06R,1,3441,土屋太朗,群馬,B1,4.58,5.46,0.21,8,0.26,10,0.13,5,0.21,3.8,-,-,0.16,6,0.30,11,0.22,8,2.8,C,,,,D,3,2,0.13,0.27
戸田,06R,2,4593,小坂宗司,大阪,A2,5.89,5.22,0.14,7,0.33,16,0.16,8,0.16,3.4,-,-,0.11,5,0.05,2,0.00,,3.8,C,未消化F,,,B,4,4,0.18,0.15
戸田,06R,3,3572,安田政彦,兵庫,A2,4.71,6.42,0.13,7,0.25,13,0.15,8,0.19,3.7,-,-,0.02,1,0.07,4,0.07,4,3.8,A+,,,,B,5,3,0.09,0.13
戸田,06R,4,4856,豊田健士郎,三重,A1,6.89,4.33,0.15,9,0.26,16,0.15,9,0.13,2.9,-,-,0.05,3,0.09,5,0.02,1,3.4,B+,,,,B,4,4,0.20,0.02
戸田,06R,5,4888,金児隆太,群馬,B1,4.96,5.70,0.08,4,0.04,2,0.20,10,0.18,3.9,-,-,0.00,0,0.00,0,0.04,2,3,B+,,,,C,4,3,0.15,0.25
戸田,06R,6,4837,酒井陽祐,愛知,B1,4.54,4.17,0.00,0,0.03,1,0.10,3,0.18,4.6,-,-,0.00,0,0.00,0,0.00,0,3,B+,,,,C,3,4,0.08,0.35
戸田,07R,1,4096,石橋道友,長崎,A1,6.47,6.60,0.82,53,0.06,4,0.06,4,0.13,2.6,-,-,0.08,5,0.05,3,0.05,3,3.6,B+,F,,,C,3,4,0.40,0.08
戸田,07R,2,3294,野中義生,静岡,B1,4.05,4.15,0.11,4,0.18,7,0.21,8,0.18,4.0,-,-,0.08,3,0.03,1,0.00,,2.2,B+,F,,,C,3,3,0.00,0.20
戸田,07R,3,4022,待鳥雄紀,福岡,B1,3.85,0.00,0.17,7,0.14,6,0.14,6,0.18,3.4,-,-,0.02,1,0.09,4,0.00,0,3.2,-,,,,C,3,3,0.17,0.11
戸田,07R,4,4618,乃村康友,三重,B1,5.00,5.43,0.02,1,0.17,8,0.28,13,0.18,3.7,-,-,0.00,0,0.02,1,0.00,0,3,C,,,,#N/A!,#N/A!,#N/A!,0.06,0.12
戸田,07R,5,4919,吉田翔悟,長崎,B1,4.02,0.00,0.03,1,0.12,4,0.24,8,0.14,2.4,-,-,0.00,0,0.03,1,0.05,2,4.6,A,F,,,C,3,4,0.40,0.00
戸田,07R,6,3853,岩崎正哉,福岡,B1,5.52,5.19,0.02,1,0.08,4,0.10,5,0.22,4.8,-,-,0.00,0,0.00,0,0.00,0,3.2,A+,,,,#N/A!,#N/A!,#N/A!,0.00,0.47
戸田,08R,1,5048,眞鳥康太,長崎,B1,4.56,4.79,0.38,13,0.12,4,0.21,7,0.17,3.5,-,-,0.16,5,0.28,9,0.06,2,2,-,,,,C,3,3,0.21,0.21
戸田,08R,2,4578,藤山雅弘,大阪,A1,5.52,5.17,0.17,8,0.39,18,0.15,7,0.15,3.2,-,-,0.18,8,0.02,1,0.00,,3.2,B+,F,,,C,4,3,0.21,0.10
戸田,08R,3,4302,西野翔太,広島,A2,6.90,0.00,0.02,1,0.30,16,0.32,17,0.14,2.6,-,-,0.00,0,0.01,1,0.03,2,2.2,-,,,,C,3,4,0.23,0.00
戸田,08R,4,5007,近藤雄一郎,東京,B1,5.15,4.51,0.04,2,0.12,6,0.22,11,0.16,3.0,-,-,0.00,0,0.02,1,0.04,2,2,-,,,,D,2,3,0.18,0.03
戸田,08R,5,4514,上條嘉嗣,大阪,A1,6.79,7.10,0.20,8,0.20,8,0.22,9,0.19,3.8,-,-,0.00,0,0.02,1,0.05,2,4.2,C,F,,,B,4,4,0.10,0.15
戸田,08R,6,3562,山下和彦,広島,A2,5.74,7.31,0.04,2,0.09,5,0.20,11,0.19,3.9,-,-,0.00,0,0.00,0,0.00,0,2.8,A,,,,B,4,4,0.11,0.25
戸田,09R,1,4367,山口修路,福岡,B1,4.25,2.67,0.23,7,0.26,8,0.23,7,0.17,3.0,-,-,0.15,4,0.37,10,0.19,5,2,C,F,,,C,3,3,0.44,0.22
戸田,09R,2,4199,北川潤二,愛知,A2,6.57,7.14,0.07,5,0.33,22,0.24,16,0.14,2.9,-,-,0.08,8,0.05,5,0.00,,2.2,-,,,,C,3,3,0.22,0.11
戸田,09R,3,4644,山田亮太,東京,A2,6.30,4.00,0.10,5,0.25,12,0.23,11,0.16,3.2,-,-,0.00,0,0.06,3,0.06,3,3.4,B+,,,,A,4,5,0.21,0.15
戸田,09R,4,5083,柳瀬幹太,山口,B1,4.51,4.29,0.05,2,0.08,3,0.16,6,0.16,3.3,-,-,0.02,1,0.07,3,0.02,1,3,A+,F,,,C,4,3,0.17,0.11
戸田,09R,5,4532,秋元哲,埼玉,A1,7.33,6.80,0.13,6,0.20,9,0.22,10,0.14,2.9,-,-,0.00,0,0.00,0,0.09,4,4.2,-,,,,B,4,4,0.25,0.08
戸田,09R,6,4067,永井源,愛知,A1,5.90,6.59,0.08,4,0.25,13,0.12,6,0.18,3.8,-,-,0.00,0,0.00,0,0.00,0,5,C,,,,A,5,4,0.22,0.26
戸田,10R,1,5125,高井雄基,愛知,A2,5.96,5.10,0.65,34,0.10,5,0.10,5,0.16,3.1,-,-,0.02,1,0.13,7,0.13,7,5,S,F,,,S,5,5,0.30,0.11
戸田,10R,2,4856,豊田健士郎,三重,A1,6.89,4.33,0.23,13,0.30,17,0.14,8,0.15,3.0,-,-,0.11,6,0.09,5,0.00,,3.4,B+,,,,B,4,4,0.30,0.11
戸田,10R,3,4118,宇佐見淳,愛知,A1,5.91,6.57,0.13,7,0.25,14,0.22,12,0.14,2.6,-,-,0.02,1,0.02,1,0.05,3,5,A+,,,,S,5,5,0.22,0.04
戸田,10R,4,4360,庄司孝輔,静岡,B1,6.08,5.68,0.13,6,0.13,6,0.15,7,0.18,3.6,-,-,0.00,0,0.04,2,0.02,1,2.4,C,,,,C,3,3,0.08,0.11
戸田,10R,5,4700,金子和之,埼玉,A2,6.19,5.94,0.11,5,0.23,11,0.19,9,0.14,3.1,-,-,0.00,0,0.04,2,0.02,1,3.6,B+,,,,B,4,4,0.24,0.08
戸田,10R,6,3558,山本浩次,岡山,B1,4.60,4.26,0.05,2,0.03,1,0.05,2,0.15,3.3,-,-,0.00,0,0.00,0,0.00,0,2.6,A+,,,,C,4,3,0.25,0.17
戸田,11R,1,4348,宮崎奨,香川,A2,5.88,6.12,0.57,38,0.27,18,0.06,4,0.16,2.6,-,-,0.09,6,0.17,11,0.14,9,3.2,C,,,,C,4,3,0.33,0.04
戸田,11R,2,3072,西田靖,東京,B1,4.27,5.83,0.09,5,0.13,7,0.15,8,0.17,3.3,-,-,0.02,3,0.02,4,0.00,,3,C,F,,,C,4,2,0.22,0.16
戸田,11R,3,4290,稲田浩二,兵庫,A1,6.77,6.24,0.10,5,0.31,15,0.19,9,0.14,2.7,-,-,0.00,0,0.00,0,0.08,4,3.6,B+,,,,C,4,3,0.40,0.13
戸田,11R,4,4096,石橋道友,長崎,A1,6.47,6.60,0.15,7,0.20,9,0.28,13,0.15,3.2,-,-,0.09,4,0.04,2,0.04,2,3.6,B+,F,,,C,3,4,0.23,0.10
戸田,11R,5,4837,酒井陽祐,愛知,B1,4.54,4.17,0.03,1,0.13,5,0.13,5,0.17,3.8,-,-,0.00,0,0.00,0,0.03,1,3,B+,,,,C,3,4,0.00,0.10
戸田,11R,6,4607,鶴田勇雄,福岡,A2,5.49,6.12,0.04,2,0.04,2,0.29,14,0.17,3.5,-,-,0.00,0,0.04,2,0.02,1,2,C,,,,C,4,3,0.16,0.19
戸田,12R,1,4335,若林将,東京,A1,7.28,6.67,0.71,52,0.14,10,0.05,4,0.11,1.8,-,-,0.14,10,0.06,4,0.07,5,4.4,A+,,,,A,4,5,0.58,0.00
戸田,12R,2,4302,西野翔太,広島,A2,6.90,0.00,0.25,17,0.35,24,0.12,8,0.14,3.0,-,-,0.15,11,0.05,4,0.00,,2.2,-,,,,C,3,4,0.23,0.09
戸田,12R,3,4108,吉村正明,山口,B1,6.34,0.00,0.21,7,0.24,8,0.12,4,0.16,2.6,-,-,0.00,0,0.06,2,0.06,2,4.6,A,,,,B,3,5,0.36,0.04
戸田,12R,4,4593,小坂宗司,大阪,A2,5.89,5.22,0.06,3,0.15,7,0.31,15,0.19,4.3,-,-,0.02,1,0.02,1,0.02,1,3.8,C,未消化F,,,B,4,4,0.05,0.18
戸田,12R,5,4953,尾上雅也,埼玉,A1,6.93,7.12,0.12,5,0.17,7,0.14,6,0.15,3.3,-,-,0.00,0,0.02,1,0.09,4,3,A,,,,C,4,3,0.09,0.03
戸田,12R,6,3294,野中義生,静岡,B1,4.05,4.15,0.03,1,0.05,2,0.21,8,0.13,2.4,-,-,0.00,0,0.00,0,0.00,0,2.2,B+,F,,,C,3,3,0.41,0.06
桐生,01R,1,4446,和田兼輔,兵庫,A1,7.13,6.84,0.81,57,0.10,7,0.03,2,0.12,2.2,0.14,3.5,0.10,7,0.01,1,0.07,5,3.7,A,,,,C,3,4,0.44,0.02
桐生,01R,2,4760,山崎郡,大阪,A1,7.40,7.59,0.20,10,0.25,13,0.29,15,0.15,3.2,0.16,4.3,0.10,5,0.08,4,0.00,,2.4,C,,,,C,4,3,0.13,0.10
桐生,01R,3,4002,古結宏,兵庫,A1,6.49,5.96,0.18,9,0.29,15,0.22,11,0.13,3.0,0.12,4.3,0.00,0,0.06,3,0.16,8,3.4,C,,,,B,5,3,0.19,0.08
桐生,01R,4,3532,柴田光,群馬,A1,6.63,6.39,0.15,6,0.25,10,0.33,13,0.15,3.6,0.12,2.6,0.06,2,0.00,0,0.06,2,2.6,-,F,,,D,2,3,0.09,0.06
桐生,01R,5,4364,池永太,福岡,A1,6.50,8.33,0.09,4,0.18,8,0.11,5,0.13,2.6,0.06,1.6,0.00,0,0.06,3,0.06,3,4,C,,,,C,3,4,0.29,0.05
桐生,01R,6,4337,平本真之,愛知,A1,7.33,6.18,0.10,5,0.20,10,0.20,10,0.15,3.8,0.14,2.6,0.00,0,0.00,0,0.03,1,3,B+,,,,C,3,3,0.08,0.27
桐生,02R,1,4743,木村仁紀,滋賀,A1,6.58,6.36,0.70,51,0.15,11,0.10,7,0.13,2.2,0.16,4.6,0.05,4,0.14,10,0.11,8,2.7,C,,,,C,3,3,0.47,0.02
桐生,02R,2,4713,白神優,岡山,A1,6.69,5.42,0.20,12,0.38,23,0.12,7,0.15,2.5,0.14,2.6,0.18,10,0.00,0,0.00,,3,A+,未消化F,,,B,4,4,0.31,0.04
桐生,02R,3,4573,佐藤翼,埼玉,A1,7.15,4.25,0.22,11,0.20,10,0.16,8,0.14,3.3,0.12,3.3,0.00,0,0.06,3,0.08,4,3.6,C,,,,C,3,4,0.13,0.10
桐生,02R,4,4168,石野貴之,大阪,A1,6.51,6.14,0.13,6,0.25,12,0.10,5,0.14,3.2,0.16,2.5,0.00,0,0.04,2,0.02,1,3,-,,,,B,5,3,0.19,0.08
桐生,02R,5,3557,太田和美,大阪,A1,6.72,6.14,0.19,10,0.13,7,0.21,11,0.17,3.5,0.13,4.0,0.02,1,0.06,3,0.09,5,3,B+,,,,B,4,4,0.21,0.14
桐生,02R,6,4539,金子賢志,群馬,A1,6.28,6.50,0.07,4,0.16,9,0.20,11,0.15,3.1,0.10,3.0,0.00,0,0.02,1,0.06,3,3.2,A+,,,,C,3,4,0.25,0.08
桐生,03R,1,5112,砂長知輝,埼玉,A1,6.97,6.42,0.68,50,0.11,8,0.09,7,0.12,2.4,0.14,4.0,0.01,1,0.14,10,0.11,8,2.8,C,未消化F,,,C,3,4,0.39,0.02
桐生,03R,2,4980,佐々木完太,山口,A1,7.22,6.50,0.25,13,0.29,15,0.19,10,0.15,3.1,0.16,4.0,0.22,11,0.00,0,0.00,,3.3,S,,,,B,4,4,0.17,0.10
桐生,03R,3,4305,金子拓矢,群馬,A1,7.57,6.26,0.31,14,0.13,6,0.24,11,0.15,3.0,0.16,4.3,0.05,2,0.14,6,0.16,7,2.3,-,未消化F,,,C,3,4,0.16,0.08
桐生,03R,4,5121,定松勇樹,佐賀,A1,7.95,7.78,0.23,11,0.26,12,0.15,7,0.13,2.9,0.11,3.0,0.02,1,0.12,5,0.05,2,2.7,-,,,,C,3,4,0.28,0.09
桐生,03R,5,4044,湯川浩司,大阪,A1,7.08,6.73,0.14,7,0.18,9,0.20,10,0.13,3.0,0.13,3.0,0.00,0,0.02,1,0.13,7,3.4,B+,,,,C,4,3,0.18,0.07
桐生,03R,6,3415,松井繁,大阪,A1,7.11,6.78,0.06,3,0.08,4,0.31,15,0.19,4.4,0.16,5.0,0.00,0,0.00,0,0.00,0,3.8,A,,,,B,4,4,0.11,0.44
桐生,04R,1,4342,谷野錬志,静岡,A1,6.15,8.05,0.80,39,0.06,3,0.06,3,0.13,2.7,0.19,4.3,0.02,1,0.10,5,0.04,2,4.8,A,未消化F,,,B,4,4,0.35,0.09
桐生,04R,2,4759,今泉友吾,東京,A1,6.72,6.72,0.14,6,0.40,17,0.19,8,0.17,3.9,0.20,5.0,0.10,4,0.00,0,0.00,,2.8,C,,,,C,4,3,0.03,0.19
桐生,04R,3,4188,久田敏之,群馬,A1,8.02,7.43,0.25,13,0.33,17,0.21,11,0.13,2.6,0.11,3.3,0.02,1,0.07,4,0.20,12,3,B+,,,,C,3,4,0.33,0.08
桐生,04R,4,3897,白井英治,山口,A1,7.23,0.00,0.22,9,0.24,10,0.12,5,0.15,3.2,0.09,2.6,0.02,1,0.06,3,0.08,4,3.2,-,,,,A,5,4,0.08,0.05
桐生,04R,5,4294,古賀繁輝,佐賀,A1,6.73,5.69,0.11,5,0.13,6,0.09,4,0.14,3.0,0.09,1.0,0.00,0,0.02,1,0.09,4,4,A,,,,C,3,4,0.29,0.05
桐生,04R,6,4772,石丸海渡,香川,A1,6.38,6.80,0.00,0,0.15,7,0.15,7,0.13,2.7,0.12,2.6,0.00,0,0.00,0,0.00,0,2.8,A,未消化F,,,B,4,4,0.44,0.17
桐生,05R,1,4959,井上忠政,大阪,A1,6.89,6.70,0.79,53,0.12,8,0.01,1,0.14,3.1,0.12,3.3,0.08,5,0.03,2,0.08,5,5,S,,,,A,4,5,0.15,0.09
桐生,05R,2,4645,上村純一,群馬,A1,6.40,6.58,0.20,9,0.34,15,0.18,8,0.15,2.5,0.11,2.3,0.18,8,0.02,1,0.00,,2.8,-,,,,C,3,3,0.31,0.09
桐生,05R,3,4547,中田竜太,埼玉,A1,6.77,6.96,0.23,10,0.23,10,0.18,8,0.14,3.0,0.17,2.6,0.02,1,0.05,2,0.07,3,2.2,B+,,,,C,4,3,0.17,0.13
桐生,05R,4,4719,上條暢嵩,大阪,A1,7.14,9.30,0.08,4,0.16,8,0.31,15,0.14,3.2,0.08,1.6,0.04,2,0.04,2,0.00,0,3,C,,,,C,4,3,0.24,0.10
桐生,05R,5,3532,柴田光,群馬,A1,6.63,6.39,0.27,10,0.19,7,0.24,9,0.17,3.7,0.12,2.6,0.00,0,0.00,0,0.00,0,2.6,-,F,,,D,2,3,0.00,0.14
桐生,05R,6,4914,吉田裕平,愛知,A1,6.79,5.91,0.12,5,0.14,6,0.19,8,0.12,3.3,0.14,3.0,0.02,1,0.00,0,0.05,2,3.4,B+,,,,C,3,4,0.25,0.14
桐生,06R,1,3740,大澤普司,群馬,A1,6.50,6.45,0.60,38,0.24,15,0.08,5,0.15,2.5,0.15,4.0,0.10,6,0.17,11,0.13,8,2.4,C,,,,C,3,3,0.46,0.06
桐生,06R,2,3779,原田幸哉,長崎,A1,6.32,6.85,0.19,9,0.25,12,0.17,8,0.12,2.9,0.12,3.3,0.13,6,0.00,0,0.00,,3,B+,,,,C,3,4,0.15,0.00
桐生,06R,3,4297,山田哲也,東京,A1,6.54,4.59,0.12,6,0.18,9,0.22,11,0.12,2.3,0.10,2.0,0.02,1,0.10,5,0.02,1,3.6,A,未消化F,,,C,3,4,0.42,0.05
桐生,06R,4,4256,渡辺浩司,福岡,A1,6.91,7.45,0.09,4,0.41,18,0.25,11,0.12,2.7,0.13,4.0,0.04,2,0.04,2,0.02,1,3.6,B+,,,,C,4,3,0.32,0.05
桐生,06R,5,4030,森高一真,香川,A1,6.61,6.97,0.05,3,0.14,8,0.23,13,0.14,3.2,0.11,3.5,0.00,0,0.00,0,0.06,3,3.6,B+,,,,B,4,4,0.21,0.12
桐生,06R,6,5217,藤原碧生,岡山,A1,6.75,7.39,0.06,3,0.17,9,0.33,17,0.19,4.1,0.11,3.6,0.00,0,0.02,1,0.02,1,3,A,,,,B,5,3,0.10,0.32
桐生,07R,1,4075,中野次郎,東京,A1,6.41,7.38,0.63,48,0.22,17,0.08,6,0.11,2.0,0.12,4.0,0.08,6,0.08,6,0.18,13,3.2,C,未消化F,,,C,3,4,0.57,0.03
桐生,07R,2,3557,太田和美,大阪,A1,6.72,6.14,0.15,9,0.41,25,0.11,7,0.14,3.6,0.13,4.0,0.05,3,0.05,3,0.00,,3,B+,,,,B,4,4,0.13,0.21
桐生,07R,3,4261,岡祐臣,三重,A1,6.15,6.10,0.13,6,0.24,11,0.26,12,0.16,3.1,0.17,5.0,0.00,0,0.09,4,0.04,2,2.8,B+,,,,D,2,3,0.11,0.06
桐生,07R,4,3415,松井繁,大阪,A1,7.11,6.78,0.10,5,0.17,8,0.31,15,0.14,3.9,0.16,5.0,0.08,5,0.00,0,0.02,1,3.8,A,,,,B,4,4,0.13,0.17
桐生,07R,5,4362,土屋智則,群馬,A1,6.58,7.39,0.11,5,0.22,10,0.27,12,0.14,2.8,0.16,4.0,0.00,0,0.02,1,0.04,2,4,A+,,,,B,5,3,0.37,0.11
